agents/implementer-cloud.md	implementer-lint-directive,implementer-lint-loop,review-fix-intent-alignment
agents/implementer.md	cascade-scope-contraction,implementer-lint-directive,implementer-lint-loop,review-fix-intent-alignment
agents/plan-orchestrator.md	cascade-scope-contraction,orchestrator-self-questions,planner-design-backlog,ux-progress-visibility
agents/planner.md	cascade-scope-contraction,planner-design-backlog,planner-signals-design
agents/scaffolder.md	cascade-scope-contraction
agents/test-writer.md	cascade-scope-contraction
agents/wave-reviewer.md	dispatch-site-contract-gap
CLAUDE.md	cascade-scope-contraction,declared-rewrites,hook-model-rewriting-removal
config/model-map.json	capability-profile-model-layers,declared-rewrites,fallback-event-system,gpt-oss-model,hook-model-rewriting-removal...+4
docs/agent-architecture.md	agent-contract-testing,cascade-scope-contraction,implementer-lint-loop,planner-design-backlog
docs/local-model-prompt-techniques.md	local-model-prompt-research
docs/planning/TODO-header-regex-fallback.md	capability-profile-model-layers
docs/planning/TODO-readme-installer-alignment.md	capability-profile-model-layers,readme-installer-alignment
install.sh	agent-structural-testing,c-thru-statusline,capability-profile-model-layers,model-map-resolve-module,ollama-http-api-migration...+2
README.md	readme-installer-alignment
shared/_worker-contract.md	agent-contract-testing,test-suite-hardening
skills/c-thru-plan/SKILL.md	cascade-scope-contraction,planner-design-backlog
skills/review-plan/SKILL.md	review-plan-banner-alignment
skills/update-model-research/SKILL.md	local-model-prompt-research
test/agent-contract-behavioral.test.js	agent-contract-testing,test-suite-hardening
test/agent-contract-live.test.js	agent-contract-testing,agent-prompt-construction,agent-structural-testing
test/agent-contract-static.test.js	agent-contract-testing,agent-prompt-construction,agent-structural-testing,implementer-lint-directive,planner-design-backlog...+1
test/helpers.js	agent-contract-testing,test-suite-hardening
test/llm-mode-resolution-matrix.test.js	best-quality-modes,connectivity-vs-cascade,llm-mode-resolution,model-map-resolve-module,model-map-test-pattern
test/llm-profiles-editor.test.js	model-map-test-pattern
test/model-map-v12-adapter.test.js	capability-profile-model-layers,model-map-test-pattern
test/planner-return-schema.test.js	implementer-lint-loop,model-map-test-pattern,self-recusal-chain
test/proxy-resolution-matrix.test.js	model-map-test-pattern
test/resolve-capability.test.js	model-map-resolve-module,model-map-test-pattern
tools/c-thru-contract-check.sh	agent-structural-testing,agent-tier-budget-frontmatter,dispatch-site-contract-gap,uplift-cascade-pattern
tools/c-thru-enter-plan-hook.sh	hook-safety-posture,planner-default-integration
tools/c-thru-plan-harness.js	wave-md-manifest
tools/c-thru-proxy-health.sh	hook-safety-posture
tools/c-thru-statusline-overlay.sh	c-thru-statusline
tools/c-thru-statusline.sh	c-thru-statusline
tools/c-thru-stop-hook.sh	c-thru-statusline
tools/model-map-resolve.js	best-quality-modes,llm-mode-resolution,model-map-resolve-module,model-map-test-pattern
